Location,Crop,Region,Soil Type,Rainfall (mm),Temperature (°C),Drought Tolerance,Flood Resistance,Heat Resilience,Yield Under Stress (tons/ha)
Maharashtra,Rice,South,Loamy,1105.25,39.2,0.66,0.01,0.75,7.71
Jammu and Kashmir,Rice,Central,Clay,809.5,39.4,0.63,0.03,0.9,2.41
Uttarakhand,Wheat,North,Sandy,682.27,23.2,0.35,0.8,0.01,9.11
Tamil Nadu,Maize,North,Peaty,1226.2,20.0,0.85,0.51,0.18,6.48
Maharashtra,Cotton,West,Silt,1304.7,16.1,0.22,0.82,0.85,5.11
Karnataka,Cotton,Central,Clay,637.07,28.9,0.91,0.17,0.96,6.43
Goa,Soybean,North,Sandy,1088.11,37.9,0.28,0.03,0.69,1.02
Nagaland,Wheat,West,Silt,950.65,36.0,0.5,0.37,0.98,7.14
Punjab,Wheat,West,Peaty,613.51,22.9,0.6,0.36,0.99,2.76
Uttarakhand,Cotton,North,Sandy,514.37,30.9,0.72,0.84,0.22,1.38
Tamil Nadu,Rice,North,Loamy,578.31,36.1,0.44,0.06,0.43,8.2
Haryana,Maize,East,Loamy,1016.68,36.9,0.91,0.57,0.76,1.29
Manipur,Rice,East,Peaty,218.49,32.8,0.31,0.75,0.19,6.74
Manipur,Wheat,North,Loamy,1087.01,39.0,0.9,0.57,0.19,3.88
Gujarat,Soybean,West,Clay,1364.47,24.2,0.85,0.65,0.34,5.07
Madhya Pradesh,Rice,West,Loamy,226.31,25.1,0.42,0.76,0.19,6.61
Kerala,Cotton,East,Clay,789.2,21.3,0.76,0.0,0.85,5.7
Himachal Pradesh,Wheat,North,Silt,714.54,26.7,0.77,0.01,0.71,9.5
Arunachal Pradesh,Cotton,Central,Silt,709.23,16.8,0.4,0.4,1.0,8.95
West Bengal,Wheat,West,Silt,374.68,17.5,0.72,0.65,0.99,8.82
Jharkhand,Wheat,North,Sandy,984.27,21.4,0.4,0.4,0.41,8.05
West Bengal,Maize,South,Sandy,1347.05,36.9,0.52,0.66,0.89,6.92
Uttarakhand,Wheat,North,Silt,1264.63,24.1,0.58,0.71,0.99,9.31
Arunachal Pradesh,Rice,East,Clay,876.3,38.5,0.44,0.98,0.21,4.9
Rajasthan,Rice,Central,Silt,689.25,23.8,0.8,0.04,0.23,1.52
Goa,Rice,East,Loamy,1070.24,34.7,0.64,0.5,0.36,8.9
Tripura,Soybean,Central,Peaty,1100.87,29.2,0.46,0.67,0.93,8.91
Chhattisgarh,Soybean,North,Peaty,1300.47,24.9,0.59,0.92,0.51,3.18
Nagaland,Wheat,South,Peaty,1110.41,33.0,0.92,0.39,0.25,3.66
Uttar Pradesh,Rice,South,Loamy,1337.05,37.4,0.69,0.28,0.01,8.02
Rajasthan,Rice,East,Loamy,818.07,25.7,0.92,0.11,0.14,6.16
Chhattisgarh,Soybean,West,Clay,679.82,33.2,0.51,0.87,0.46,7.34
Telangana,Soybean,West,Loamy,825.21,36.8,0.69,0.35,0.82,6.92
Ladakh,Wheat,North,Clay,841.84,24.2,0.46,0.79,0.48,5.1
Jharkhand,Maize,Central,Clay,1023.4,27.2,0.72,0.41,0.39,1.12
Gujarat,Rice,East,Clay,1359.63,26.4,0.75,0.98,0.54,4.24
Uttarakhand,Rice,North,Sandy,1140.16,18.5,0.04,0.13,0.91,3.26
Sikkim,Wheat,North,Clay,1002.41,37.9,0.41,0.31,0.35,5.52
Himachal Pradesh,Maize,East,Silt,1291.95,29.1,0.52,0.05,0.22,5.05
Karnataka,Wheat,North,Peaty,201.7,32.0,0.41,0.22,0.21,8.92
Kerala,Cotton,North,Silt,902.86,25.4,0.82,0.23,0.54,8.62
Haryana,Maize,Central,Silt,1338.83,38.3,0.29,0.42,0.83,9.23
West Bengal,Cotton,South,Silt,233.88,16.6,0.35,0.33,0.86,3.34
Chhattisgarh,Cotton,South,Clay,1357.07,31.3,0.86,0.79,0.29,2.34
Sikkim,Rice,West,Loamy,1131.48,23.0,0.6,0.66,0.81,2.02
Chhattisgarh,Soybean,Central,Sandy,1326.13,16.3,0.9,0.57,0.78,8.56
Rajasthan,Maize,East,Sandy,638.37,31.8,0.05,0.97,0.01,4.02
Himachal Pradesh,Maize,West,Clay,825.95,25.6,0.2,0.49,0.1,8.94
Sikkim,Maize,West,Silt,1403.87,32.6,0.78,0.62,0.08,1.81
Karnataka,Cotton,South,Loamy,1207.09,39.8,0.98,0.26,0.01,2.9
Nagaland,Rice,East,Sandy,677.6,27.9,0.77,0.88,0.12,3.49
Madhya Pradesh,Soybean,East,Silt,1091.35,21.7,0.42,0.02,0.32,8.17
Jammu and Kashmir,Cotton,West,Loamy,1018.74,23.9,0.63,0.78,0.04,1.45
Jharkhand,Wheat,North,Sandy,944.65,16.8,0.9,0.26,0.63,6.04
Jharkhand,Wheat,East,Silt,1281.33,24.3,0.38,0.35,0.67,7.55
Gujarat,Maize,East,Silt,488.57,24.4,0.39,0.94,0.16,1.57
Maharashtra,Wheat,Central,Peaty,1299.18,24.9,0.16,0.49,0.87,2.12
Himachal Pradesh,Maize,West,Loamy,595.12,28.9,0.66,0.93,0.2,6.98
Jharkhand,Rice,West,Peaty,302.62,20.5,0.49,0.13,0.23,3.94
Meghalaya,Rice,South,Peaty,1337.92,28.9,0.5,0.28,0.98,6.21
Assam,Maize,South,Peaty,382.96,31.7,0.4,0.94,0.85,5.5
Andhra Pradesh,Cotton,South,Sandy,1302.35,36.0,0.8,0.41,0.33,6.13
Mizoram,Soybean,North,Peaty,793.43,30.8,0.17,0.59,0.1,4.62
Assam,Wheat,Central,Loamy,1261.9,21.0,0.95,0.99,0.92,2.68
Manipur,Maize,East,Clay,1333.07,31.8,0.19,0.26,0.11,6.58
Telangana,Cotton,North,Clay,696.07,32.4,0.19,0.22,0.03,3.7
Uttar Pradesh,Cotton,South,Loamy,1281.07,30.2,0.09,0.17,0.61,7.07
Arunachal Pradesh,Soybean,North,Loamy,651.22,36.0,0.44,0.87,0.9,1.55
Tripura,Wheat,Central,Peaty,674.02,17.8,0.98,0.59,0.44,7.18
Tripura,Wheat,West,Peaty,756.45,29.6,0.34,0.09,0.37,8.8
Kerala,Cotton,Central,Clay,1031.49,18.2,0.49,0.69,0.32,6.11
Jharkhand,Cotton,South,Silt,1079.6,22.6,0.5,0.72,0.26,9.25
Haryana,Maize,Central,Sandy,964.15,25.9,0.86,0.08,0.07,5.65
Odisha,Rice,Central,Silt,540.19,28.5,0.28,0.26,0.51,3.85
Meghalaya,Maize,West,Peaty,470.75,16.3,0.14,0.35,0.78,6.18
Assam,Maize,South,Peaty,698.19,24.8,0.31,0.18,0.91,6.85
Odisha,Cotton,West,Peaty,1030.69,15.3,0.32,0.39,0.02,5.32
Bihar,Rice,North,Silt,537.92,26.8,0.12,0.68,0.57,3.1
Andhra Pradesh,Rice,Central,Loamy,349.03,31.7,0.11,0.13,0.41,5.51
Gujarat,Rice,East,Clay,988.2,28.0,0.43,0.77,0.69,7.79
Jharkhand,Rice,West,Loamy,1256.1,22.3,0.85,0.94,0.85,2.57
Delhi,Cotton,Central,Peaty,1404.65,25.3,0.24,0.74,0.76,4.31
Himachal Pradesh,Maize,Central,Sandy,347.35,26.0,0.54,0.82,0.34,8.96
Bihar,Rice,South,Clay,255.2,38.9,0.85,0.92,0.39,4.06
Karnataka,Cotton,East,Sandy,810.07,32.3,0.84,0.88,0.44,5.97
Karnataka,Cotton,North,Peaty,1316.51,27.0,0.71,0.66,0.8,6.55
Sikkim,Rice,Central,Peaty,1094.93,26.5,0.37,0.11,0.51,9.76
Andhra Pradesh,Cotton,Central,Loamy,953.27,32.0,0.06,0.13,0.3,3.54
Bihar,Cotton,South,Clay,796.18,36.0,0.33,0.51,0.32,2.98
Ladakh,Rice,Central,Sandy,860.5,39.3,0.95,0.78,0.19,5.96
Assam,Cotton,North,Peaty,937.08,17.8,0.46,0.16,0.69,5.93
Maharashtra,Maize,East,Clay,768.18,37.9,0.54,0.34,0.2,5.28
Rajasthan,Wheat,Central,Sandy,1236.12,23.9,0.37,0.42,0.82,4.37
Delhi,Rice,West,Peaty,413.28,24.9,0.72,0.68,0.51,6.04
Himachal Pradesh,Maize,South,Silt,223.83,39.9,0.68,0.41,0.57,7.49
Karnataka,Maize,North,Peaty,1339.72,25.5,0.05,0.23,0.5,7.35
Maharashtra,Rice,South,Silt,370.78,34.3,0.72,0.76,0.16,8.22
Tripura,Cotton,West,Clay,585.51,25.5,0.69,0.98,0.71,1.45
Uttarakhand,Maize,East,Sandy,208.77,29.9,0.52,0.29,0.13,9.73
Odisha,Soybean,South,Loamy,1252.51,23.0,0.42,0.07,0.3,8.54
Nagaland,Soybean,North,Loamy,422.61,25.9,0.67,0.23,0.02,5.37
Jammu and Kashmir,Maize,South,Silt,381.02,27.0,0.45,0.2,0.71,2.68
Goa,Soybean,East,Loamy,681.89,22.9,0.39,0.4,0.39,4.79
West Bengal,Soybean,South,Sandy,1401.44,19.7,0.07,0.55,0.3,2.24
Tamil Nadu,Soybean,West,Loamy,305.77,24.7,0.7,0.24,0.98,9.88
Rajasthan,Wheat,Central,Peaty,866.21,32.9,0.35,0.68,0.66,6.38
Ladakh,Soybean,East,Clay,975.29,34.9,0.22,0.68,0.11,5.26
Andhra Pradesh,Maize,South,Peaty,805.52,32.3,0.77,0.76,0.37,6.35
Madhya Pradesh,Wheat,East,Sandy,1111.87,23.6,0.26,0.74,0.94,7.88
Manipur,Rice,West,Clay,493.02,24.2,0.31,0.93,0.91,4.98
Kerala,Wheat,North,Loamy,821.13,30.4,0.38,0.61,0.26,1.98
Bihar,Soybean,North,Loamy,489.99,27.9,0.24,0.16,0.46,6.23
Sikkim,Rice,North,Loamy,882.28,30.1,0.66,0.8,0.28,8.93
Odisha,Wheat,East,Clay,1352.82,30.8,0.45,0.68,0.56,9.59
Gujarat,Wheat,Central,Peaty,247.0,25.1,0.41,0.22,0.38,1.43
Nagaland,Maize,South,Sandy,1435.02,20.1,0.8,0.8,0.3,2.51
Sikkim,Wheat,East,Clay,1065.67,35.4,0.06,0.7,0.38,3.27
Goa,Cotton,West,Sandy,857.97,16.7,0.48,0.96,0.21,6.4
Arunachal Pradesh,Maize,North,Clay,751.96,35.5,0.91,0.08,0.34,6.11
Mizoram,Maize,South,Clay,360.06,25.2,0.25,0.91,0.67,5.15
Ladakh,Soybean,South,Sandy,1089.23,39.7,0.34,0.47,0.3,9.75
Jammu and Kashmir,Rice,South,Sandy,1132.47,23.5,0.82,0.76,0.58,1.5
Jammu and Kashmir,Rice,West,Loamy,206.53,26.3,0.31,0.59,0.52,4.02
Jammu and Kashmir,Soybean,West,Loamy,1018.99,18.7,0.23,0.31,0.4,9.0
Jammu and Kashmir,Cotton,South,Silt,321.67,35.4,0.83,0.62,0.43,4.76
Chhattisgarh,Wheat,Central,Sandy,506.72,15.8,0.75,0.77,0.61,9.08
Tamil Nadu,Rice,West,Silt,1412.55,37.4,0.9,0.68,0.9,1.02
Assam,Rice,West,Loamy,742.48,22.6,0.02,0.06,0.54,6.59
Madhya Pradesh,Wheat,Central,Clay,1007.28,24.8,0.52,0.46,0.18,1.97
Uttarakhand,Maize,East,Clay,1149.98,35.8,0.5,0.94,0.67,1.88
Delhi,Cotton,South,Silt,775.27,29.7,0.3,0.44,0.69,5.95
Telangana,Cotton,East,Silt,571.34,35.7,0.06,0.38,0.71,8.86
Mizoram,Wheat,East,Clay,1089.78,18.0,0.44,0.42,0.12,2.88
Andhra Pradesh,Wheat,Central,Silt,1127.2,29.3,0.53,0.71,0.52,9.18
Tripura,Wheat,South,Peaty,842.78,34.8,0.42,0.69,0.74,6.4
Uttar Pradesh,Cotton,South,Loamy,611.86,28.2,0.53,0.61,0.29,9.17
Sikkim,Rice,East,Clay,378.04,36.2,0.41,0.19,0.75,8.12
Rajasthan,Soybean,North,Loamy,1195.27,16.3,0.45,0.77,0.13,5.4
Karnataka,Rice,Central,Clay,575.15,16.1,0.73,0.74,0.83,7.79
Delhi,Maize,North,Clay,443.82,25.0,0.25,0.78,0.3,1.49
Mizoram,Rice,West,Silt,1215.05,38.5,0.34,0.12,0.21,6.98
Odisha,Maize,North,Peaty,650.09,35.4,0.26,0.43,0.52,9.5
Delhi,Maize,North,Peaty,673.98,35.9,0.14,0.12,0.81,1.24
Assam,Wheat,Central,Clay,948.29,31.6,0.14,0.13,0.21,3.9
Meghalaya,Soybean,West,Sandy,716.17,26.1,0.61,0.45,0.88,3.43
Tripura,Rice,East,Silt,242.46,23.6,0.34,0.65,0.17,3.5
Maharashtra,Cotton,South,Clay,607.23,39.2,0.32,0.82,0.63,5.03
Haryana,Rice,Central,Peaty,363.9,18.0,0.55,0.3,1.0,6.87
Goa,Maize,South,Peaty,502.78,35.3,0.57,0.35,0.8,2.6
Odisha,Soybean,North,Peaty,684.57,38.1,0.46,0.65,0.5,2.45
Sikkim,Cotton,East,Silt,397.84,28.4,0.13,0.74,0.3,1.49
Uttarakhand,Wheat,South,Peaty,1004.19,33.2,0.96,0.2,0.24,9.7
Madhya Pradesh,Rice,South,Peaty,1052.03,21.2,0.51,0.61,0.03,9.71
Madhya Pradesh,Maize,South,Silt,710.25,24.7,0.01,0.59,0.05,4.6
Manipur,Rice,East,Sandy,654.87,36.5,0.64,0.4,0.61,2.49
Gujarat,Wheat,West,Silt,1291.42,19.3,0.32,0.73,0.87,9.01
Kerala,Cotton,Central,Silt,1475.58,22.0,0.45,0.47,0.75,6.63
Jammu and Kashmir,Cotton,East,Sandy,525.61,33.6,0.24,0.55,0.44,2.58
Mizoram,Wheat,North,Sandy,743.55,32.3,0.24,0.45,0.7,2.03
Tamil Nadu,Cotton,South,Clay,971.42,29.3,0.57,0.49,0.25,6.29
Madhya Pradesh,Rice,Central,Peaty,737.13,31.0,0.74,0.92,0.49,2.79
Gujarat,Wheat,East,Peaty,1022.85,31.4,0.23,0.75,0.87,6.88
Delhi,Wheat,West,Peaty,1159.68,15.4,0.37,0.7,0.67,4.33
Madhya Pradesh,Wheat,West,Loamy,719.23,17.1,0.56,0.15,0.56,8.31
Gujarat,Wheat,South,Silt,252.56,18.7,0.54,0.9,0.89,8.3
Meghalaya,Wheat,East,Clay,994.96,21.5,0.93,0.13,0.15,1.61
Haryana,Maize,East,Sandy,1109.94,32.1,0.4,0.05,0.63,8.47
Kerala,Wheat,East,Clay,926.06,33.1,0.92,0.35,0.55,9.32
Ladakh,Wheat,South,Sandy,624.8,36.7,0.81,0.39,0.51,6.86
Kerala,Soybean,North,Silt,892.26,39.5,0.58,0.59,0.7,7.68
Ladakh,Cotton,East,Clay,845.69,35.0,0.73,0.29,0.99,5.42
Himachal Pradesh,Cotton,South,Loamy,442.97,24.8,0.97,0.4,0.83,6.86
Goa,Cotton,South,Clay,1193.1,19.0,0.57,0.82,0.19,3.46
Chhattisgarh,Maize,West,Sandy,362.43,33.1,0.4,0.84,0.92,7.7
Andhra Pradesh,Wheat,Central,Sandy,223.72,23.3,0.07,0.93,0.3,4.41
Bihar,Rice,West,Sandy,264.28,20.7,0.8,0.23,0.87,6.27
Sikkim,Wheat,East,Peaty,1210.09,29.6,0.47,0.42,0.17,3.08
Assam,Cotton,North,Sandy,1188.55,35.4,0.31,0.88,0.97,1.13
Chhattisgarh,Cotton,Central,Clay,229.11,29.8,0.91,0.63,0.42,3.77
Andhra Pradesh,Rice,West,Silt,1056.2,32.4,0.61,0.77,0.61,9.12
Bihar,Maize,West,Loamy,1034.32,36.3,0.51,0.87,0.72,7.9
West Bengal,Rice,Central,Peaty,1201.61,18.3,0.98,0.33,0.13,2.33
Ladakh,Rice,Central,Clay,492.48,20.7,0.4,0.92,0.7,8.59
Karnataka,Cotton,West,Silt,796.07,21.1,0.58,0.35,0.66,7.27
Maharashtra,Maize,South,Silt,736.08,29.1,0.48,0.69,0.37,8.75
Uttarakhand,Soybean,North,Sandy,502.13,16.5,0.86,0.32,0.76,2.87
Arunachal Pradesh,Rice,North,Loamy,542.77,24.2,0.6,0.19,0.2,6.29
Maharashtra,Soybean,West,Silt,882.8,29.2,0.14,0.78,0.39,2.91
Chhattisgarh,Cotton,North,Clay,353.93,16.5,0.8,0.77,0.3,1.76
Kerala,Soybean,North,Clay,499.33,36.7,0.03,0.06,0.82,5.79
Rajasthan,Rice,East,Peaty,1164.4,28.4,0.83,0.02,0.89,3.3
Maharashtra,Wheat,East,Silt,760.43,24.6,0.68,0.73,0.51,2.13
Madhya Pradesh,Maize,South,Silt,881.1,38.6,0.96,0.89,0.46,5.65
Andhra Pradesh,Soybean,Central,Silt,464.97,17.8,0.35,0.74,0.93,5.62
Rajasthan,Maize,East,Silt,1082.58,25.1,0.63,0.18,0.5,2.21
Uttar Pradesh,Cotton,East,Peaty,835.75,29.3,0.3,0.38,0.53,6.03
Assam,Maize,South,Silt,1283.0,24.9,0.9,0.2,0.11,6.59
Himachal Pradesh,Cotton,South,Silt,1192.27,18.0,0.91,0.95,0.78,1.74
Mizoram,Rice,Central,Peaty,984.76,17.2,0.21,0.44,0.28,2.15
Odisha,Rice,West,Loamy,1108.37,31.8,0.44,0.66,0.32,9.48
Delhi,Soybean,West,Silt,915.23,23.0,0.87,0.34,0.16,9.36
Himachal Pradesh,Rice,Central,Loamy,1269.52,34.4,0.18,0.45,0.65,4.77
Rajasthan,Wheat,South,Clay,1306.01,28.5,0.43,0.99,0.37,3.56
Tripura,Rice,North,Silt,242.88,32.5,0.4,0.74,0.23,5.23
Jammu and Kashmir,Soybean,West,Peaty,710.71,21.4,0.38,0.89,0.44,1.56
Kerala,Soybean,North,Sandy,800.16,15.0,0.27,0.19,0.21,9.03
Sikkim,Wheat,Central,Clay,296.67,38.9,0.94,0.22,0.6,7.46
Ladakh,Cotton,North,Loamy,667.81,31.8,0.85,0.48,0.32,5.92
Karnataka,Cotton,East,Loamy,1274.32,23.4,0.78,0.82,0.19,4.89
Chhattisgarh,Cotton,East,Peaty,1101.3,16.2,0.91,0.64,0.05,1.31
Punjab,Rice,South,Peaty,1298.61,26.5,0.27,0.48,0.61,4.12
Himachal Pradesh,Rice,West,Loamy,828.97,36.7,0.62,0.67,0.83,4.25
Odisha,Wheat,East,Silt,1369.06,38.8,0.67,0.09,0.99,6.3
Uttar Pradesh,Wheat,South,Silt,1358.64,29.1,0.81,0.81,0.02,1.35
Delhi,Cotton,South,Clay,826.91,31.4,0.48,0.47,0.82,6.07
Tripura,Maize,Central,Silt,1167.66,35.8,0.1,0.79,0.45,6.77
Arunachal Pradesh,Soybean,West,Silt,954.91,21.8,0.44,0.09,0.53,8.19
Uttar Pradesh,Soybean,North,Peaty,835.73,28.4,0.8,0.29,0.52,3.95
Manipur,Soybean,West,Silt,662.26,24.8,0.34,0.86,0.02,7.85
Chhattisgarh,Soybean,South,Clay,398.64,18.4,0.15,0.32,0.87,3.84
Arunachal Pradesh,Wheat,East,Sandy,220.79,39.4,0.12,0.46,0.7,5.32
Arunachal Pradesh,Maize,Central,Silt,1053.48,38.5,0.84,0.74,0.87,4.67
Jharkhand,Wheat,North,Loamy,1218.77,23.1,0.4,0.04,0.57,1.48
Assam,Rice,Central,Loamy,1253.65,37.0,0.58,0.44,0.11,2.21
Sikkim,Wheat,Central,Peaty,1138.45,36.8,0.93,0.63,0.66,3.01
Himachal Pradesh,Cotton,West,Sandy,732.31,36.5,0.81,0.53,0.72,8.87
Bihar,Maize,North,Loamy,285.02,20.8,0.65,0.97,0.52,3.58
Tripura,Maize,East,Peaty,681.0,39.5,0.92,0.75,0.95,1.61
Karnataka,Cotton,East,Peaty,1199.75,29.6,0.77,0.88,0.21,6.72
Ladakh,Rice,Central,Loamy,915.63,26.9,0.15,0.56,0.05,5.63
Manipur,Rice,Central,Clay,620.93,22.0,0.43,0.14,0.56,2.52
Kerala,Soybean,West,Sandy,668.53,29.4,0.3,0.44,1.0,7.2
Kerala,Maize,West,Loamy,1171.34,38.5,0.13,0.32,0.32,4.78
Maharashtra,Rice,Central,Silt,915.14,39.1,0.69,0.33,0.64,7.93
Himachal Pradesh,Soybean,East,Silt,991.14,30.9,0.53,0.73,0.74,2.66
Assam,Maize,South,Clay,556.62,21.8,0.39,0.51,0.06,1.98
Manipur,Wheat,North,Silt,1048.59,34.9,0.4,0.68,0.26,2.91
West Bengal,Rice,East,Peaty,980.12,36.9,0.77,0.62,0.79,7.88
Sikkim,Cotton,Central,Silt,942.91,27.7,0.05,0.3,0.92,8.55
Punjab,Soybean,North,Clay,753.76,24.8,0.77,0.7,0.86,6.57
Jharkhand,Maize,North,Peaty,580.24,33.6,0.91,0.46,0.42,1.64
Goa,Rice,West,Loamy,381.01,16.4,0.48,0.68,0.11,4.74
West Bengal,Soybean,North,Peaty,1210.87,19.7,0.76,0.99,0.97,3.22
Chhattisgarh,Soybean,North,Loamy,899.24,27.7,0.2,0.96,0.3,1.2
Gujarat,Rice,Central,Loamy,1448.84,17.3,0.86,0.65,0.29,9.28
Arunachal Pradesh,Wheat,North,Silt,1073.39,18.8,0.2,0.18,0.38,1.16
Himachal Pradesh,Wheat,East,Sandy,345.15,20.0,0.39,0.13,0.25,2.95
Nagaland,Rice,North,Silt,791.8,37.4,0.92,0.65,0.42,9.89
Sikkim,Cotton,East,Sandy,462.61,30.5,0.38,0.93,0.77,6.46
Sikkim,Soybean,North,Peaty,320.36,32.2,0.69,0.79,0.53,9.35
Himachal Pradesh,Soybean,East,Clay,568.17,30.0,0.77,0.37,0.13,4.38
Goa,Wheat,East,Loamy,739.0,29.0,0.37,0.06,0.01,1.48
Manipur,Maize,North,Peaty,441.37,17.6,0.21,0.09,0.38,9.11
Uttar Pradesh,Soybean,East,Peaty,647.7,29.3,0.76,0.86,0.33,2.13
Ladakh,Soybean,North,Loamy,371.09,19.7,0.13,0.47,0.18,8.68
Maharashtra,Soybean,South,Peaty,595.97,26.5,0.35,0.02,0.25,4.82
Maharashtra,Wheat,South,Silt,1331.66,30.8,0.79,0.16,0.24,6.2
Jammu and Kashmir,Rice,East,Peaty,439.28,32.1,0.12,0.93,0.32,4.39
Sikkim,Rice,East,Silt,612.0,29.9,0.86,0.98,0.33,7.88
Arunachal Pradesh,Soybean,South,Silt,1090.98,20.4,0.25,0.08,0.8,6.23
Tripura,Soybean,West,Sandy,1357.04,38.6,0.94,0.72,0.0,3.44
Chhattisgarh,Maize,East,Loamy,755.49,21.5,0.02,0.88,0.37,5.26
Tamil Nadu,Wheat,North,Clay,222.81,22.4,0.67,0.79,0.22,6.49
Himachal Pradesh,Wheat,East,Silt,806.2,33.6,0.0,0.38,0.64,7.64
Jharkhand,Cotton,Central,Peaty,379.43,16.6,0.27,0.2,0.87,9.23
Tamil Nadu,Maize,West,Clay,967.53,26.0,0.55,0.23,0.87,6.39
Kerala,Soybean,North,Silt,1426.58,35.4,0.31,0.63,0.38,1.18
Rajasthan,Maize,West,Sandy,1262.42,37.1,0.04,0.77,0.64,5.89
Andhra Pradesh,Cotton,North,Clay,767.4,37.7,0.11,0.27,0.97,5.07
Himachal Pradesh,Cotton,West,Silt,600.64,19.0,0.28,0.15,0.03,5.94
Telangana,Soybean,South,Sandy,233.3,27.0,0.47,0.93,0.39,9.74
Meghalaya,Soybean,Central,Silt,1348.97,25.5,0.74,0.3,0.26,3.91
Kerala,Soybean,East,Silt,1332.22,29.4,0.53,0.07,0.63,7.8
Nagaland,Rice,North,Silt,1049.94,34.5,0.09,0.56,0.14,4.43
Gujarat,Cotton,North,Loamy,251.09,31.8,0.85,0.2,0.9,6.78
Mizoram,Rice,Central,Sandy,438.49,22.0,0.61,0.77,0.21,4.14
Jharkhand,Soybean,North,Sandy,827.99,36.7,0.91,0.31,0.77,5.24
Madhya Pradesh,Soybean,East,Peaty,675.55,35.7,0.44,0.42,0.46,5.56
Himachal Pradesh,Rice,East,Peaty,1393.98,30.9,0.99,0.5,0.28,8.43
Manipur,Maize,West,Silt,954.52,23.6,0.06,0.7,0.46,4.25
Tamil Nadu,Maize,East,Peaty,719.1,35.5,0.7,0.04,0.8,4.15
Manipur,Maize,South,Sandy,1350.67,15.7,0.41,0.03,0.58,2.55
Kerala,Soybean,North,Peaty,988.49,16.5,0.42,0.21,0.08,9.14
Sikkim,Maize,West,Sandy,771.92,39.2,0.63,0.76,0.37,7.3
Bihar,Rice,Central,Silt,761.25,32.1,0.07,0.26,0.41,5.82
Rajasthan,Rice,West,Silt,1152.19,34.7,0.7,0.12,0.17,7.8
Himachal Pradesh,Maize,Central,Peaty,1411.42,15.6,0.29,0.01,0.43,4.61
Uttar Pradesh,Cotton,South,Peaty,1073.54,18.1,0.53,0.67,0.74,1.85
Telangana,Rice,South,Loamy,518.49,34.6,0.78,0.34,0.69,6.57
Manipur,Rice,South,Clay,534.03,27.7,0.2,0.81,0.68,8.58
Himachal Pradesh,Rice,South,Silt,1175.01,37.0,0.89,0.45,0.04,8.07
Sikkim,Soybean,East,Silt,409.15,28.0,0.04,0.06,0.79,8.12
Nagaland,Rice,North,Sandy,1135.98,35.4,0.78,0.31,0.32,1.14
Punjab,Rice,Central,Silt,276.54,17.7,0.09,0.21,0.56,3.35
Tripura,Wheat,East,Loamy,247.55,28.0,0.56,0.39,0.71,6.26
Manipur,Soybean,South,Silt,600.28,31.5,0.08,0.04,0.52,9.14
Karnataka,Soybean,Central,Silt,1189.47,35.8,0.14,0.31,0.64,5.64
Rajasthan,Wheat,South,Loamy,988.84,24.4,0.76,0.14,0.09,5.23
Rajasthan,Rice,South,Loamy,1259.72,28.0,0.04,0.03,0.75,4.24
Arunachal Pradesh,Cotton,West,Clay,1326.9,21.1,0.41,0.96,0.13,4.78
Madhya Pradesh,Maize,North,Loamy,1405.6,37.7,0.07,0.47,0.97,3.0
Uttar Pradesh,Cotton,South,Clay,817.26,24.3,0.63,0.07,0.12,1.53
Goa,Soybean,East,Peaty,1013.62,21.5,0.92,0.3,0.43,2.73
Haryana,Rice,East,Clay,1350.99,27.3,0.23,0.85,0.38,9.99
Chhattisgarh,Wheat,East,Silt,817.93,21.7,0.33,0.59,0.49,8.44
Telangana,Wheat,East,Silt,673.23,32.7,0.23,0.8,0.97,6.63
Haryana,Wheat,North,Clay,507.42,20.4,0.31,0.92,0.22,6.27
Gujarat,Soybean,South,Peaty,454.18,19.8,0.67,0.07,0.05,3.56
Ladakh,Wheat,West,Peaty,1071.52,25.3,0.31,0.19,0.07,2.23
Rajasthan,Wheat,West,Peaty,283.5,26.9,0.63,0.35,0.59,7.02
Bihar,Maize,Central,Clay,1498.88,30.3,0.15,0.61,0.72,5.84
Gujarat,Rice,East,Loamy,760.42,28.4,0.31,0.48,0.14,7.5
Arunachal Pradesh,Maize,North,Loamy,291.13,35.6,0.34,0.17,0.7,2.48
Meghalaya,Wheat,South,Loamy,1168.27,38.8,0.6,0.42,0.68,7.36
Telangana,Soybean,North,Clay,265.56,25.6,0.98,0.12,0.4,1.5
Andhra Pradesh,Rice,West,Clay,452.6,33.0,0.52,0.11,0.12,6.32
Sikkim,Cotton,West,Loamy,1424.93,27.2,0.42,0.71,0.55,9.3
Tamil Nadu,Rice,Central,Clay,1063.61,18.6,0.93,0.47,0.72,3.36
West Bengal,Cotton,Central,Silt,825.09,25.4,0.32,0.37,0.62,1.59
Assam,Rice,South,Loamy,1398.52,23.5,0.74,0.19,0.83,5.18
Madhya Pradesh,Rice,East,Silt,864.27,18.1,0.35,0.98,0.43,1.75
Ladakh,Soybean,East,Loamy,314.33,25.2,0.5,0.88,0.9,8.92
Odisha,Cotton,East,Silt,211.52,21.2,0.11,0.46,0.26,6.37
Tamil Nadu,Wheat,West,Loamy,588.36,18.4,0.32,0.58,0.61,5.0
Delhi,Wheat,North,Sandy,858.09,22.9,0.86,0.72,0.49,6.76
Tamil Nadu,Soybean,Central,Peaty,1187.35,38.3,0.58,1.0,0.47,9.11
